id,Medicine Name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class,Condition,User,Date,Rating,Content,reference,food_interactions__001,food_interactions__002,food_interactions__003,food_interactions__004,food_interactions__005,food_interactions__006,food_interactions__007,food_interactions__008,Substitute
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Botan...,3-Feb-18,8,"""Sertraline works for me after several tried with different type of depressive medications. Somehow I just knew that whatever problem I have- I can dealt with it as long as I hold steady job. 

Life is hard and full of tragedy. I have no doubt about that , but as long as I keep on working- things will go in the right direction.  

Suicidal thoughts? I do have sometime but I knows being alive is the best state one can experienced.  There are terminally cancer patients die trying so they can just have a few years to live, when I compared my problems to them I am still in the best shape.

 When I think about that - that gives me the strength, the courage and the compassion to live through this life. Good luck to you all!""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Budesonide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoimmune HepatitisOff-label,Desti,24-Jul-11,7,"""I have been taking budesonide Entocort since Feb 1, 2011.  It was prescribed by my hepatologist for treatment of my autoimmune hepatitis.  Nothing else I have taken has worked effectively (prednisone gave me ocular migraines along with azathioprine (nausea).  Cellcept was tolerated but wasn't effective.  Prograf (for transplant patients) did not work either and I had too many side effect (ended up getting shingles).  I do have problems with dizziness but this is the only medicine that have brought my liver values down.  I have noticed red rashes that come and go.  
Medicine is very expensive but fortunately my insurance covers the majority of it.""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Anonymous,13-May-08,9,"Lexapro (escitalopram)""Has done wonders for my state of mind. I think it's awesome.""",,,,,,,,,,
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Smi,18-Aug-13,3,"Prozac (fluoxetine)""I'm a 20 year old female. I was prescribed Prozac 6 months ago. For the first few weeks I felt great, everything seemed better. After 1 month I became even more depressed, my period was very heavy and lasted weeks at a time. I had disturbing nightmares everything, developed restless legs syndrome, and started grinding my teeth. I was tired constantly and ended up in hospital due to suicidal thoughts. I am now on citalopram and things have never been better.""",,,,,,,,,,
,Sumatriptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cluster Headaches,Hudo,31-Jul-15,10,"""I've suffered from cluster headaches for the last 3 years since I was diagnosed with a growth on my pineal gland. Nothing worked until I was put under neurology science in York UK. I was put on verapamil tablets and also prednisolone to prevent and sumatriptan as a pain relief when I have an attack. I was close to drilling a hole on the side of my head before I was prescribed these meds. The problem is they are expensive, I am lucky and I have these prescribed under the NHS however they will not prescribe me more than 4 injections per week and sometimes I have these attaches every day sown times twice a day for 2 to 3 weeks. Sumitriptan is the best thing ever invented""",,,,,,,,,,Rizatriptan
,Levothyroxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Underactive Thyroid,Lucille,1-Feb-22,1,"Euthyrox (levothyroxine)""I took 50 mcg Euthyrox for 6 weeks and seemed to be ok. My provider wanted me to continue but I thought the dose was too high. I cut the dose by half, and then I started having heart arrhythmia which progressed to waking me up at night. Stopped taking the pills for 1 week and then took one dose (25mcg) and within 3 hours the symptoms came back.""",,,,,,,,,,Liothyronine
,Diclofenac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migraine,Lulu,6-Jul-21,10,"Cambia (diclofenac)""Cambia has taken my migraine away in as short as 15 min, the longest it took was 30 min. It doesn't make me tired or groggy or foggy headed like a lot of migraine meds so I can continue with my day.""",,,,,,,,,,
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obsessive Compulsive Disorder,MrsH,13-Jan-19,10,"Prozac (fluoxetine)""I’ve been taking Prozac for 1 year now. I started with 20mg. The anxiety and obsessive thoughts were still there. My dr decided I should go up in the dosage to 40 mg. And it helped tremendously. I would say the side effects while being on the medicine was gain weight, and unable to orgasm. After 8 months of being on 40 mg she suggested to try 30 mg and that was definitely a game changer. I am now able to reach orgasm normally. The first three weeks my sleep was still disrupted so she prescribed me trazadone 25mg. I took that for the first two months and it helped me. I don’t need it anymore.""",,,,,,,,,,
,Amlodipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,Anonymous,16-Dec-19,1,"""Started this for recent hypertension. It caused me to swell up like the Goodyear blimp. Also pressure across my chest. Horrible drug.""",,,,,,,,,,"Losartan, Atenolol"
,Acetaminophen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pain,ayesh...,20-Sep-20,8,"Paracetamol (acetaminophen)""good""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and StressOff-label,JoeH,9-May-15,10,"""This has been one of the toughest medications I have ever been on. I've been on countless numbers of antipsychotics, antidepressants, mood stabilisers... Around 25 medications in total. I was wrongly diagnosed as borderline personality and suffered greatly as a result. Sertraline made everything so much worse for about three weeks: but then, it was like a switch had been pressed in my head. My racing, obsessive thoughts stopped, my constant headaches, insomnia, sweating, worrying, heart pains, vanished. I can think, I can feel and I can, for the first time in a long time, be 100% completely myself without the pain. You don't get points in this world for suffering and this has improved my life by about 100000000%. Stick with it.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and StressOff-label,TX GIRL,13-Jan-12,6,"""I was prescribed Sertraline a few days ago after having a severe panic attack (yet again). After explaining my family history to the doctor he concluded that my anxiety was probably caused by an underlying depression/ slight bipolar disorder that was never diagnosed or treated. As much as I tried to wish I was ""normal"" and denied having the same issues as many of my family members I just have to accept that I have inherited that gene. I am still nervous about being on medicines but I am hoping it helps to get my emotions under control.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Bob,9-Jul-21,8,"""After catching Covid last year, it left me with long Covid and depression. It took 8 weeks to start having an effect on my mental health, slowly as the months went past, escitalopram helped with fast heart rate, temperature regulation, sickness, then pain in my joints and gradually improving tiredness and fatigue, I have noticed improvements over 9 months.
I have put on a bit of extra weight.
I was hesitant to go on any anti depression medication. But am glad I did. I would certainly recommend this. But it’s not a quick fix""",,,,,,,,,,
,Levothyroxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hypothyroidism, After Thyroid Removal",Anonymous,27-May-12,2,"Synthroid (levothyroxine)""I had half my thyroid out almost three months ago.  Started taking medication about five weeks post-op.  I have become depressed and stressed. Everything bothers me and I cannot let it go. I go days without sleeping and live on black coffee. I have the shakes and hate everybody and everything. I cannot rid myself of the stress. I do not know if this is the medicine but that is the only new medicine I have been taking.""",,,,,,,,,,Liothyronine
,Cetirizine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allergic Rhinitis,Betty...,9-Aug-22,1,"""Okay, I had three days of intense hay fever, my right eye was really itchy and my husband gave me a zyrtec before I went to bed. The next day I felt really off, I got up at my usual time, and did some chores but my arms and legs felt heavy, and even after a few cups of coffee I felt bleah....but the worst of it was everything made me ANGRY. I was super irritable about petty things that wouldn't normally upset me, I was hot, and uncomfortable. I knew this was not ME--today I feel much better. I decided to look up Zyrtec to see if anyone else had a similar reaction--wow, I am so glad I did--I really had a bad reaction to this drug and I am glad I had the sense to figure out what had set off the rage.  But, the sad thing is my husband has been taking one of these a day for over 4 years.  During this time he has had so many sinus infections, and problems with urinating that he attributed to getting up there in years, and some other psyc. issues that now make me think that it is the Zyrtec.""",,,,,,,,,,"Loratadine, Levocetirizine"
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and Stress,Anonymous,10-Aug-21,1,"""Worst medicine ever!!!! I took it for 10 weeks and decided to taper off. I couldn’t take it. Worst feeling in my life. First month felt like I was in a dream not all there. Gave me the worst anxiety ever for the 2 months. Waited too long but it was getting worse. Started taking it for anxiety ended up depressed on how bad it made me felt. Never felt so bad.  Worst thoughts on this med.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panic Disorder,Amy...,27-Oct-21,9,"Zoloft (sertraline)""Review number 2: has been about 7 weeks now on Zoloft, 5 days on 100mg dosage. Still having diarrhoea and small symptoms of panic but not full blown attacks. It's all around my covid vaccination I got my 2nd jab 5 days ago. Seeing a psych next week can not wait, I think it's all in my head all the bad media around the vax, can't wait to get over this stage of my life. Feeling a little depressed about these side effects but side effects nothing like when I first started Zoloft, it's manageable but I do have my bad days. Take it easy and take care of yourself you need it ❤️""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generalized Anxiety Disorder,Lily...,30-Sep-17,9,"""I’ve had depression since the 11th grade and anxiety even longer. My low mood symptoms included crying a lot, secluding myself, paranoid about people watching me, self punishments, no clear thoughts, didn’t care about my future and couldn’t picture one, controlling about food and lost my love for reading and art. I felt fake around others and had to exhaust myself to seem “ok”. I’m taking 20mg and it has been nothing but a literal life saver for me. It takes the edge off of life and allows me to think rationally and focus. Give it Time, the symptoms decreased after a month or so for me. Things aren’t perfect, just incredibly more manageable, but best of all is genuinely laughing, smiling and saying “today was a good day” and meaning it.""",,,,,,,,,,
,Diclofenac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osteoarthritis,Jermu...,3-Oct-14,10,"Zorvolex (diclofenac)""I've finally found a medicine that helps. I can move about so much easier.""",,,,,,,,,,
,Amlodipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,MamaJay,8-Dec-17,No rating available,"""Hi guys, in June this year I was diagnosed with High Blood Pressure and was given cilazapril 5mg. Monitoring of BP weekly/fortnightly Blood pressure came down but not enough ‘said the Doc’ so she prescribed Amlodipine 5mg. BP checked again it had reduced again but ‘Doc not happy’ and told me to increase the dose to 10mg a day without even seeing me or asking if I had experienced any side effects. Unbeknown to her I hadn’t even started taking it yet. After reading all the horror stories of this med I decided not to take it straight away and let the cilazapril run it’s course first to see if it had any effect and if it helped. On Wednesday I started taking the Amlodipine 5mg ‘BP raise’ next week I’m getting BP check. I’m excited to see what my reading is.""",,,,,,,,,,"Losartan, Atenolol"
,Omeprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GERD,SMM,28-Jul-22,3,"Prilosec (omeprazole)""Female , early 40s, GERD started mid 30s. But Meh, no negative side effects but I try to get by on pepcid until I have a bad flair and then go the PPI route for a bit in case there's some mild gastritis too...overall probably works better than nothing but it doesn't take away chest pressure or that stuck feeling in the throat ( I typically don't get the burn) . I mean even on this medication you cannot eat whatever you want. Drs seem to love this drug as option, as I've asked for anything that actually works and they say all PPIs work the same so...bottom line, don't expect a miracle at all- PPIs work great the first time you take them, then IMO become much less effective. 
 I do imagine it probably helps calm down gastritis/ulcers better than it helps GERD.""",,,,,,,,,,Pantoprazole
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Anxiety Disorder,Indie...,5-Dec-13,8,"Zoloft (sertraline)""The first time I tried Zoloft I hated it, made me feel very nauseous. My doctor wanted me to start on 50mg for 5 days and then go to 100mg, I never made it to day 3 on 50mg. SO I decided to try half of a half approximately 25mg and that worked fine! After 5 days I went to 50, then 5 more days 100, no problems! What I noticed that at the end of the first week was I was more at ease. It not only helped my social anxiety but also reduced my general anxiety too stretching out my Xanax for when I really needed it the most. Worth noting I also take Wellbutrin with the Zoloft and while it's not perfect, I am very happy and pleased with this combination.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Anonymous,13-Sep-13,6,"Lexapro (escitalopram)""Lexapro worked well for me initially and helped me through a dark time. Started on 5mg and increased does over time to 10mg, then 20mg.  However on the highest dose I felt very fuzzy-headed, and unmotivated.  Couldn't concentrate and my mind wandered off constantly.  Made it difficult at work where I have a high-pressure job.  I was weaned off the medicine and now feel much better. Thankfully it worked really well at the start, when I needed it.""",,,,,,,,,,
,Omeprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laryngopharyngeal RefluxOff-label,Enid...,16-Oct-18,1,"""This medicine is worse than the acid reflux itself. I had no symptoms of GERD other than a bad cough (which I believe was asthma anyway). I was prescribed 40MG daily for one month. The first 2 weeks were fine. however, I began to develop severe anxiety and insomnia. Worst of all, I began to feel a knot in my throat which wouldn't allow me to eat --anything for DAYS and WEEKS! I lost nearly 15+ pounds during the time I took this medicine. I then got a panic attack on a plane (I fly A LOT and this has never ever happened). When I get to the urgent care later that day, my blood pressure was through the roof. This was my last straw. I stopped taking it after that. The anxiety that I developed while taking omeprazole has slowly been going away. I recommend everyone to google omeprazole and anxiety and you will read about THOUSANDS of people complaining about similar experiences. Please don't take this and if you can, try a holistic approach.""",,,,,,,,,,Pantoprazole
